population_affected,casualty_count,structure_damage_pct,road_accessibility_score,hours_since_last_goods,goods_received_ratio,vulnerability_index,priority_score
2787,3,0.2531,0.5,5,0.8351,0.1841,21.68
753,4,0.717,0.5,90,0.2261,0.3063,34.25
4161,1,0.1104,0.0,15,0.0407,0.2444,49.01
1805,1,0.1725,0.0,23,0.1721,0.4469,38.02
686,2,0.1121,1.0,3,0.2597,0.4132,0.0
2237,5,0.046,0.5,28,0.3185,0.4646,30.33
2753,2,0.6919,0.5,91,0.2949,0.115,44.35
2898,3,0.1632,1.0,12,0.3394,0.1472,6.45
4046,2,0.7205,0.5,17,0.4279,0.4258,40.29
479,1,0.1431,0.5,178,0.2117,0.4249,39.31
4049,3,0.3093,0.5,51,0.0598,0.2874,28.8
4308,0,0.0066,0.0,102,0.1332,0.2096,46.31
663,1,0.3438,0.5,2,0.7348,0.3038,17.76
801,2,0.0346,1.0,23,0.1868,0.3474,9.67
3362,4,0.0189,0.5,31,0.2878,0.3803,28.4
1437,2,0.9812,0.0,3,0.4171,0.2673,50.15
4747,2,0.7485,1.0,19,0.3148,0.4361,24.78
5656,22,0.237,0.0,95,0.1817,0.3882,53.96
685,2,0.2894,0.5,64,0.1242,0.2316,21.89
997,1,0.2634,1.0,1,0.246,0.3682,11.54
2150,5,0.2653,0.5,6,0.7903,0.2747,22.74
166,4,0.0751,0.0,24,0.193,0.4156,38.45
305,3,0.1025,0.5,71,0.1518,0.149,30.31
896,4,0.2224,1.0,74,0.2293,0.1963,19.38
6977,22,0.9106,1.0,32,0.1733,0.3832,27.87
2404,2,0.0839,1.0,27,0.4533,0.2976,0.0
1148,1,0.9413,0.0,69,0.1047,0.1938,49.29
795,3,0.2365,0.0,194,0.2796,0.5039,50.99
655,2,0.051,0.5,75,0.2345,0.2244,27.81
1222,1,0.1438,1.0,32,0.2786,0.3645,9.89
1162,2,0.8107,0.0,240,0.3836,0.145,57.44
1656,4,0.1944,0.0,3,0.8559,0.3523,48.61
2849,5,0.2465,0.0,2,0.7233,0.2073,41.15
1865,2,0.0749,0.5,38,0.1777,0.466,24.69
3505,3,0.0817,0.5,19,0.1387,0.3859,29.68
1561,2,0.2625,1.0,124,0.2583,0.5045,23.16
5947,17,0.7358,0.0,44,0.0915,0.2026,57.45
3445,2,0.2532,0.5,76,0.1563,0.3486,46.12
2355,3,0.3374,0.5,1,0.8565,0.2738,16.98
2856,11,0.3462,0.5,240,0.2548,0.3758,44.38
1251,6,0.2539,0.0,14,0.0425,0.4934,35.51
1634,1,0.1997,0.0,73,0.1797,0.5444,45.84
1583,1,0.1464,0.0,40,0.246,0.5668,44.72
1031,5,0.8003,1.0,6,0.6672,0.5353,12.36
546,0,0.1707,0.5,39,0.3536,0.4914,26.94
2969,9,0.0341,0.5,16,0.019,0.4267,33.26
3898,0,0.0314,0.5,0,0.8634,0.4111,21.72
2670,3,0.2135,0.5,166,0.1753,0.2216,42.58
1861,2,0.2302,0.0,94,0.185,0.4778,47.48
7764,17,0.7877,0.0,79,0.7638,0.4589,63.01
1135,5,0.1504,0.0,182,0.2189,0.4994,52.84
2416,2,0.1553,0.0,109,0.301,0.2578,50.08
4292,3,0.2555,1.0,10,0.399,0.3723,21.13
725,3,0.2876,1.0,44,0.4012,0.3501,6.09
3134,5,0.1076,1.0,32,0.1194,0.0954,12.61
6209,21,0.8417,0.5,84,0.8119,0.4797,49.91
1984,4,0.1111,0.5,113,0.2623,0.2031,42.93
2257,4,0.7727,0.5,42,0.2319,0.143,36.08
1141,3,0.7777,0.5,75,0.7335,0.2932,28.74
2832,4,0.8671,0.0,66,0.0409,0.4018,49.55
1008,0,0.0196,1.0,69,0.279,0.4161,16.64
1893,3,0.0679,1.0,29,0.0478,0.2561,10.61
476,1,0.8285,0.0,9,0.3059,0.2091,35.92
70,4,0.0651,0.5,35,0.2448,0.5139,30.16
1347,1,0.0495,1.0,101,0.2528,0.3819,17.23
1328,1,0.1023,1.0,34,0.3224,0.2617,3.89
1445,2,0.058,0.5,81,0.3707,0.538,23.05
3372,2,0.416,0.5,11,0.755,0.1011,16.31
3975,3,0.1902,0.5,143,0.0464,0.4691,38.66
2491,3,0.2127,0.5,62,0.0503,0.4204,34.09
3206,4,0.153,0.0,51,0.2887,0.3831,51.59
1035,3,0.5071,0.0,66,0.1886,0.5119,49.68
821,5,0.0783,0.5,33,0.4483,0.3353,18.88
2874,4,0.2505,0.5,21,0.2412,0.4634,28.52
715,5,0.1432,1.0,50,0.2037,0.2989,20.18
639,4,0.146,0.5,2,0.1756,0.5091,21.64
10495,18,0.128,0.5,186,0.3931,0.2628,63.24
2084,3,0.2863,0.5,2,0.498,0.5021,29.16
1329,3,0.6692,1.0,114,0.2926,0.4088,26.41
1204,2,0.2697,0.5,49,0.0431,0.2459,30.97
491,1,0.0084,0.5,49,0.438,0.4235,27.77
2453,6,0.9141,0.0,240,0.421,0.128,59.61
1558,2,0.2567,0.0,184,0.2223,0.4028,62.88
3897,2,0.7299,1.0,49,0.4759,0.2044,11.09
2939,4,0.8143,0.0,131,0.494,0.5287,59.47
1515,5,0.2401,0.5,48,0.436,0.2667,28.71
234,5,0.854,0.0,13,0.2123,0.266,41.57
2088,2,0.0985,0.5,16,0.3478,0.3417,20.36
1947,4,0.6707,1.0,10,0.8983,0.1714,15.09
174,4,0.6407,0.5,34,0.1577,0.2927,33.48
2699,4,0.2032,1.0,5,0.9106,0.5094,9.88
692,1,0.0253,0.0,69,0.7454,0.243,37.91
4038,3,0.0962,0.5,22,0.0318,0.4668,37.5
1855,2,0.7042,1.0,166,0.3789,0.2308,24.62
1174,6,0.2432,0.5,13,0.5519,0.2703,25.29
2317,2,0.0828,1.0,89,0.1392,0.444,16.69
2211,4,0.802,0.5,25,0.0728,0.1487,45.67
2150,2,0.1615,0.0,221,0.1166,0.5899,55.39
3675,4,0.2766,1.0,65,0.7378,0.453,22.29
2424,4,0.1107,0.5,43,0.6353,0.3555,19.51
1085,4,0.2313,0.5,0,0.5456,0.1226,18.03
1597,5,0.3219,0.0,50,0.4272,0.1953,43.18
5049,16,0.5962,0.5,34,0.4516,0.2644,39.99
1000,1,0.1209,0.5,39,0.1188,0.2497,24.29
2667,4,0.0785,0.0,138,0.6041,0.2732,50.45
3769,4,0.1282,1.0,46,0.2315,0.122,13.11
2857,3,0.1724,0.0,4,0.8223,0.4582,46.49
2098,4,0.7481,0.5,26,0.188,0.3222,27.83
2352,4,0.3071,0.0,110,0.2353,0.244,55.03
2989,4,0.2841,0.5,67,0.5734,0.4157,36.15
990,4,0.8446,0.5,71,0.258,0.5834,31.28
1956,3,0.2197,0.5,29,0.0775,0.6089,27.6
7735,10,0.0104,0.5,6,0.4448,0.4121,36.54
2728,4,0.1147,1.0,12,0.4331,0.224,19.75
2155,3,0.0894,1.0,132,0.3717,0.1508,17.92
1469,2,0.8335,1.0,82,0.5575,0.1826,37.38
1000,5,0.6252,0.5,54,0.2971,0.2182,35.92
2410,0,0.5715,1.0,112,0.0588,0.2036,24.02
2536,2,0.1175,0.0,50,0.4893,0.202,47.4
1856,4,0.8991,0.0,18,0.4834,0.4431,38.56
9794,21,0.0593,0.5,0,0.4636,0.2835,48.47
1079,6,0.3803,0.5,20,0.6125,0.5168,20.91
866,2,0.3034,0.5,26,0.0796,0.4831,31.51
1486,4,0.9387,0.5,34,0.1826,0.3438,31.13
1903,2,0.9147,0.5,51,0.0012,0.2316,31.43
954,5,0.2101,1.0,34,0.1691,0.3312,21.73
2367,1,0.123,0.0,43,0.4708,0.2237,41.3
2560,1,0.6975,0.5,26,0.1421,0.1147,23.63
3243,5,0.4838,0.0,93,0.3604,0.3223,57.87
1295,2,0.0411,0.0,95,0.2705,0.3439,39.25
4768,3,0.1567,1.0,51,0.1648,0.2201,25.74
3091,3,0.0239,0.0,83,0.1672,0.2776,47.83
1060,1,0.2906,0.0,91,0.2417,0.3705,39.95
950,2,0.1349,0.5,76,0.1654,0.1398,32.86
1570,5,0.6956,0.0,32,0.0049,0.3836,51.03
2565,3,0.3226,0.5,120,0.2698,0.3434,26.68
2841,2,0.25,1.0,137,0.0208,0.5299,24.34
3087,5,0.7136,1.0,86,0.2311,0.1915,25.61
7414,14,0.016,0.5,133,0.1634,0.5091,50.69
333,6,0.4873,0.5,43,0.0313,0.1345,29.3
1817,6,0.3981,1.0,72,0.11,0.5181,23.97
7012,22,0.0567,0.0,64,0.2872,0.1928,61.75
3348,4,0.0468,1.0,22,0.1907,0.4706,14.57
817,1,0.179,0.5,181,0.5787,0.2652,34.68
2280,6,0.8741,1.0,18,0.3167,0.516,20.23
1733,2,0.3209,0.0,90,0.1917,0.389,45.33
1684,0,0.0476,1.0,4,0.3465,0.0981,1.32
1275,7,0.0453,1.0,47,0.1204,0.2563,8.44
2143,3,0.5957,0.5,15,0.2172,0.3942,29.89
4185,1,0.1116,0.0,99,0.154,0.383,46.86
1373,2,0.8892,0.0,11,0.7059,0.406,42.92
3103,3,0.7305,1.0,8,0.708,0.386,22.15
3491,2,0.9184,0.5,59,0.3535,0.4648,37.02
4742,9,0.3302,1.0,2,0.8744,0.2783,16.96
935,3,0.4172,0.5,5,0.533,0.2337,23.23
2017,3,0.7197,0.0,35,0.3148,0.3031,53.71
1153,3,0.1331,1.0,116,0.1265,0.4854,27.38
2147,2,0.2943,1.0,2,0.6194,0.4495,7.62
2136,5,0.6845,0.5,44,0.3864,0.4605,37.63
734,2,0.3318,1.0,17,0.2614,0.3052,20.62
2243,4,0.078,0.5,34,0.1066,0.4065,23.16
7657,26,0.8366,0.0,240,0.1084,0.4702,87.95
2849,0,0.5929,0.0,201,0.2104,0.4913,52.17
595,0,0.0775,0.0,120,0.0037,0.3173,46.7
883,4,0.0829,0.5,2,0.2946,0.5239,22.97
1940,4,0.2458,0.0,80,0.4124,0.4393,38.97
902,6,0.1337,1.0,4,0.6935,0.4565,13.86
4573,2,0.1282,0.0,135,0.3463,0.392,55.42
524,3,0.2652,0.5,25,0.5801,0.4421,19.94
2863,6,0.0812,0.5,52,0.2411,0.3963,33.54
413,3,0.2001,0.0,47,0.5029,0.3475,45.25
1916,2,0.0989,0.5,13,0.1943,0.4663,16.84
785,1,0.0816,1.0,8,0.806,0.2778,0.0
3238,0,0.0885,1.0,8,0.6753,0.5281,9.44
4067,4,0.0491,0.0,157,0.1678,0.172,52.23
2559,7,0.9671,0.5,110,0.263,0.4264,50.45
4194,3,0.2338,0.0,60,0.1967,0.3614,47.79
115,4,0.0605,0.5,24,0.4556,0.1691,23.88
2221,4,0.3083,0.5,13,0.4473,0.2221,26.17
2834,7,0.5044,1.0,54,0.2252,0.4443,13.32
3098,2,0.7751,0.5,0,0.3971,0.2948,30.81
2716,3,0.0543,0.0,203,0.071,0.1905,51.02
3146,2,0.6475,1.0,93,0.59,0.4276,15.22
2203,4,0.1499,0.5,16,0.0755,0.582,23.13
601,2,0.3852,0.0,55,0.5665,0.5728,37.19
1267,5,0.2465,1.0,5,0.3917,0.2806,9.17
4588,1,0.4162,0.5,1,0.3175,0.3897,28.5
4246,4,0.0906,0.5,4,0.3507,0.431,30.42
2797,1,0.2941,0.0,21,0.1203,0.2435,35.64
3286,3,0.901,0.0,0,0.8449,0.2401,44.26
3912,2,0.188,0.0,213,0.0352,0.1368,58.63
2774,5,0.0133,1.0,8,0.6677,0.5472,11.82
4501,2,0.8593,0.0,19,0.3322,0.579,52.61
4401,4,0.6194,0.5,10,0.4152,0.5588,34.89
9218,16,0.0366,1.0,3,0.8131,0.5795,20.08
1312,2,0.0377,1.0,43,0.1873,0.281,11.29
1332,3,0.0404,1.0,32,0.1985,0.1471,7.78
2628,2,0.6264,1.0,16,0.4266,0.2136,21.23
6746,26,0.691,1.0,23,0.0353,0.5402,33.34
4740,4,0.1653,1.0,0,0.5112,0.4183,14.8
3572,3,0.8071,0.5,84,0.7528,0.4563,31.85
4958,1,0.1118,0.0,2,0.8687,0.237,38.11
2871,3,0.0503,0.0,240,0.575,0.3716,60.78
1585,3,0.1756,0.5,7,0.9199,0.5978,22.84
7842,21,0.1428,0.0,13,0.0802,0.6038,58.16
2722,3,0.34,0.5,1,0.4619,0.2177,17.87
4337,5,0.1678,0.0,41,0.5439,0.5636,43.88
113,4,0.062,0.5,3,0.8271,0.3701,18.34
155,2,0.3828,0.5,26,0.0503,0.5716,33.01
2274,3,0.2764,0.0,200,0.3235,0.2229,48.08
902,0,0.5956,0.5,11,0.6773,0.3464,19.29
2431,3,0.3251,0.0,92,0.0127,0.5321,41.86
1331,1,0.6375,0.5,96,0.3325,0.503,36.62
10080,17,0.21,0.0,46,0.1214,0.3791,69.81
4106,3,0.3681,0.5,80,0.7007,0.1332,36.34
5278,23,0.1167,1.0,8,0.2171,0.5051,26.11
206,0,0.2375,0.0,141,0.3547,0.1665,41.91
3539,2,0.0866,1.0,28,0.322,0.2436,15.21
1739,2,0.881,1.0,24,0.0541,0.5087,14.39
5346,17,0.5577,1.0,43,0.3442,0.367,27.89
3188,1,0.5694,1.0,21,0.5205,0.3118,17.48
1942,1,0.0646,0.5,6,0.456,0.15,20.92
668,7,0.9152,0.0,22,0.0669,0.2675,52.27
2241,1,0.2405,0.0,18,0.4085,0.5375,40.82
4519,2,0.8717,0.0,5,0.5173,0.4173,50.47
5551,15,0.1862,0.5,70,0.2213,0.2516,51.25
1502,2,0.073,1.0,60,0.1393,0.5746,16.74
9045,20,0.1598,0.0,106,0.5063,0.3625,62.12
4283,6,0.1682,0.5,13,0.1067,0.3524,29.71
920,3,0.1176,1.0,40,0.678,0.3714,14.06
733,1,0.0087,0.0,84,0.3754,0.1703,47.01
1827,2,0.13,0.0,45,0.0276,0.1996,43.14
1499,1,0.2117,0.0,30,0.3536,0.4153,33.39
2887,5,0.1153,0.0,202,0.2749,0.3983,54.36
2066,1,0.6431,0.5,3,0.5877,0.5235,28.46
1605,5,0.0359,0.5,60,0.2086,0.4461,32.82
441,4,0.2,0.5,63,0.5288,0.4184,32.72
3257,3,0.1609,0.0,11,0.3875,0.31,32.34
399,6,0.0179,0.5,22,0.2103,0.2698,28.88
4293,5,0.1272,0.0,52,0.503,0.4028,55.29
240,2,0.1347,0.5,3,0.5549,0.4619,8.92
373,1,0.6374,0.0,240,0.2344,0.2331,59.96
916,2,0.1052,1.0,30,0.3157,0.34,13.41
1390,11,0.1697,0.5,38,0.0802,0.3199,24.43
1158,7,0.6111,0.0,57,0.129,0.3282,46.9
1385,3,0.1667,0.5,0,0.9931,0.442,24.29
2467,2,0.8443,0.5,12,0.0526,0.3378,30.05
936,1,0.7499,1.0,41,0.5731,0.2357,12.07
2485,4,0.6572,1.0,19,0.0379,0.4634,19.3
116,1,0.74,0.0,17,0.136,0.4921,37.11
903,7,0.1358,0.5,5,0.7139,0.2782,18.02
351,1,0.1858,0.0,14,0.2127,0.343,40.26
4259,5,0.5278,1.0,79,0.1532,0.2608,29.27
1053,1,0.0583,0.0,116,0.5541,0.2165,46.81
3114,3,0.1364,0.5,9,0.3525,0.2373,33.63
280,1,0.8819,1.0,4,0.4954,0.2961,13.36
5490,16,0.1121,0.5,0,0.4595,0.4685,44.49
2160,1,0.6646,1.0,3,0.6222,0.3529,12.57
1974,3,0.0987,0.0,76,0.1864,0.3637,47.51
447,4,0.054,1.0,35,0.0151,0.6061,13.84
800,2,0.2295,1.0,4,0.5483,0.3665,4.27
1647,2,0.474,0.5,30,0.0068,0.4811,26.57
830,4,0.6753,0.0,38,0.1686,0.3093,41.68
3972,1,0.1902,0.5,6,0.8317,0.3638,23.13
2110,2,0.7305,0.5,16,0.5504,0.2893,39.71
840,3,0.3445,0.0,71,0.3384,0.4874,54.78
3556,4,0.2933,1.0,140,0.1341,0.3615,24.82
1472,2,0.3076,1.0,87,0.2955,0.3043,14.79
3443,3,0.9545,1.0,61,0.0287,0.3441,14.13
1280,4,0.2915,0.0,2,0.9092,0.2474,32.74
2960,1,0.084,0.5,40,0.1094,0.263,24.74
1429,5,0.0673,0.0,43,0.4642,0.4317,40.19
3973,3,0.1783,0.0,67,0.5506,0.502,45.58
288,4,0.0444,0.0,103,0.0534,0.3269,47.23
614,3,0.8678,0.0,43,0.1456,0.3191,51.29
1769,2,0.4273,0.5,14,0.7585,0.2631,21.65
1096,1,0.3163,0.0,6,0.6027,0.4819,45.58
1392,3,0.1777,0.0,98,0.2568,0.5395,49.72
3210,4,0.2265,0.5,3,0.3395,0.3652,32.57
1367,2,0.1104,1.0,38,0.3896,0.1995,8.17
2551,3,0.3321,1.0,4,0.8869,0.4063,13.13
897,2,0.2578,0.5,41,0.5009,0.391,28.41
214,5,0.6209,0.0,74,0.4397,0.1941,54.1
3428,1,0.0797,0.5,172,0.0234,0.4588,44.73
6340,11,0.119,0.5,20,0.0957,0.476,42.5
2356,0,0.1288,0.0,52,0.3436,0.2681,40.08
1848,7,0.3006,0.0,195,0.1172,0.5474,66.25
2170,3,0.0662,1.0,13,0.184,0.4471,4.94
4983,3,0.7594,0.0,70,0.4685,0.3698,52.07
2377,6,0.356,0.0,52,0.2238,0.4289,49.85
3547,3,0.0408,0.0,42,0.1045,0.1726,39.56
3436,0,0.8847,1.0,59,0.4484,0.3536,16.37
4210,2,0.9652,0.5,27,0.0668,0.57,33.81
1816,1,0.9134,1.0,35,0.1353,0.1861,19.66
1265,6,0.8315,1.0,50,0.0009,0.5121,20.58
2985,6,0.086,1.0,29,0.3128,0.5429,20.19
4004,4,0.1095,0.0,38,0.4198,0.3304,55.4
4541,1,0.135,0.5,21,0.1937,0.3415,31.5
5404,24,0.1364,1.0,24,0.544,0.5883,21.47
3755,3,0.249,1.0,44,0.3484,0.202,18.46
1205,1,0.0503,1.0,47,0.2485,0.3362,6.36
2353,3,0.4654,1.0,47,0.3612,0.1638,15.78
2197,3,0.0813,0.5,43,0.1624,0.3023,40.95
2017,2,0.1207,0.5,43,0.0412,0.2059,27.34
2989,5,0.1283,0.5,72,0.3486,0.1844,34.13
1684,5,0.2246,0.5,2,0.7351,0.4298,23.76
1686,4,0.1026,0.0,131,0.336,0.5205,48.69
6599,19,0.1934,0.5,52,0.0732,0.5643,47.08
1893,4,0.324,0.0,151,0.1559,0.359,48.4
4189,0,0.1671,0.0,0,0.9553,0.2771,38.5
4358,3,0.2228,0.5,2,0.4234,0.1899,21.79
2403,1,0.1262,0.5,7,0.6148,0.2575,31.13
1741,1,0.3774,0.5,69,0.1716,0.2496,36.17
932,5,0.1765,0.5,133,0.1802,0.4899,32.41
392,1,0.2577,1.0,31,0.3666,0.442,0.38
3145,5,0.1829,0.5,40,0.1642,0.2532,34.04
2700,5,0.4793,0.5,20,0.0869,0.1411,31.31
3484,5,0.0781,0.5,7,0.2628,0.2403,39.35
1336,3,0.3704,0.0,82,0.408,0.4225,54.16
7047,20,0.2987,0.5,58,0.2683,0.5119,49.22
2878,3,0.0566,1.0,81,0.5062,0.3204,13.78
1836,2,0.1774,0.0,47,0.581,0.267,40.56
196,2,0.0427,1.0,12,0.4555,0.5371,7.96
1467,4,0.1159,0.0,63,0.3551,0.3247,45.92
3602,4,0.1823,0.5,47,0.3989,0.2684,28.02
5310,20,0.082,1.0,126,0.4275,0.4462,24.43
2072,1,0.6194,1.0,44,0.1411,0.5751,27.38
5902,26,0.575,0.5,41,0.4974,0.3035,44.56
867,1,0.7888,0.5,21,0.1371,0.4853,32.03
2761,4,0.4225,0.0,30,0.579,0.4228,41.12
2818,3,0.9449,0.5,91,0.1889,0.2449,47.14
3164,1,0.0702,0.5,24,0.6184,0.4486,31.41
2296,2,0.5768,0.0,227,0.1752,0.2159,62.6
2650,4,0.6454,0.0,22,0.3139,0.2269,47.86
847,1,0.0325,1.0,21,0.6012,0.3839,8.09
4968,1,0.0436,0.0,160,0.1232,0.4637,57.85
3905,8,0.0028,1.0,4,0.693,0.5969,16.47
2573,2,0.0825,0.0,21,0.6541,0.2818,41.81
3969,2,0.766,0.5,15,0.3237,0.1986,32.41
5076,13,0.2011,0.5,10,0.6707,0.4425,28.42
3131,3,0.3524,0.5,35,0.2104,0.2807,31.32
7554,17,0.1339,0.5,22,0.3345,0.375,44.94
3320,4,0.8097,0.5,7,0.3232,0.1802,36.18
977,2,0.834,0.5,7,0.7493,0.4647,33.84
2478,1,0.1699,1.0,41,0.4187,0.2075,19.44
4078,6,0.3151,0.5,171,0.4667,0.4019,48.33
5079,22,0.8112,0.5,38,0.0357,0.2882,46.79
2334,5,0.1845,0.5,31,0.4577,0.2774,30.12
906,4,0.3475,0.5,0,0.3072,0.1812,21.71
1710,5,0.3706,0.0,99,0.6512,0.2598,52.69
565,0,0.1287,0.0,37,0.6232,0.3886,44.35
3566,3,0.0332,1.0,155,0.0528,0.4271,30.89
1451,3,0.3144,1.0,13,0.0303,0.3062,15.08
1121,4,0.1782,0.0,240,0.0591,0.5787,59.56
3815,5,0.7773,0.0,34,0.23,0.605,50.97
5823,19,0.7519,1.0,103,0.0767,0.2675,35.4
1117,3,0.0171,0.5,38,0.1502,0.2245,22.08
2345,4,0.2356,0.5,97,0.3344,0.4977,36.38
1769,1,0.0579,0.5,48,0.147,0.3464,13.38
5239,19,0.0868,0.5,48,0.0955,0.259,37.52
1934,2,0.1511,0.5,20,0.4439,0.4377,25.97
828,2,0.4132,1.0,239,0.1861,0.312,42.3
2008,3,0.7763,0.5,27,0.3488,0.3109,31.86
4514,2,0.238,0.5,22,0.217,0.3772,31.73
1686,3,0.1839,0.0,3,0.5741,0.2145,34.2
1223,3,0.1418,0.0,17,0.0272,0.4397,49.89
1866,5,0.026,1.0,17,0.6042,0.2704,5.51
853,3,0.7979,1.0,18,0.1359,0.4179,25.67
1767,4,0.2942,1.0,121,0.226,0.283,17.6
1305,2,0.1271,0.0,159,0.2386,0.2603,55.97
8468,13,0.9693,1.0,23,0.0333,0.2912,33.96
265,1,0.4424,0.0,26,0.3845,0.2644,37.09
973,1,0.1961,0.5,25,0.2879,0.1658,29.17
1222,5,0.2019,0.5,58,0.3899,0.2943,35.9
859,2,0.1318,0.5,9,0.8591,0.3268,19.85
2780,0,0.9086,0.5,48,0.009,0.3936,35.93
1099,4,0.1317,1.0,5,0.8772,0.114,4.05
502,2,0.1157,1.0,35,0.3508,0.1597,9.87
2189,5,0.1421,0.0,45,0.0442,0.4086,40.56
1608,3,0.6292,0.0,57,0.0005,0.2662,35.28
1146,3,0.2088,0.5,66,0.5733,0.2459,18.66
5151,21,0.1374,0.0,162,0.7119,0.2479,61.79
2849,5,0.1824,0.0,11,0.6497,0.1997,36.22
2621,2,0.1836,0.0,45,0.2967,0.3273,43.79
2896,4,0.4006,0.0,44,0.4483,0.0865,43.58
2788,3,0.1037,0.5,77,0.297,0.3093,28.59
1675,4,0.0633,1.0,28,0.1286,0.141,8.27
1110,7,0.3035,1.0,39,0.5571,0.5924,19.28
2226,4,0.1345,0.5,14,0.238,0.21,27.78
1651,4,0.1613,0.0,13,0.0662,0.1725,49.18
260,7,0.0254,0.5,35,0.1299,0.3985,27.11
789,0,0.2136,0.5,12,0.5073,0.2205,12.11
1485,4,0.1034,1.0,40,0.4781,0.3886,6.64
3872,4,0.7073,0.5,14,0.3459,0.3151,34.39
2234,4,0.8033,0.5,3,0.6004,0.17,30.69
939,3,0.2002,0.0,240,0.0314,0.3307,56.59
724,4,0.0375,1.0,34,0.0959,0.2209,6.61
4457,3,0.0683,1.0,26,0.3673,0.4226,12.39
1739,5,0.3526,0.5,176,0.6024,0.4816,40.15
35,1,0.1561,1.0,21,0.0551,0.3305,8.08
1829,3,0.2624,0.0,240,0.4422,0.4345,54.68
3306,1,0.0262,0.0,29,0.0589,0.2155,44.28
702,2,0.1325,1.0,30,0.4056,0.5703,11.0
2106,4,0.169,0.5,155,0.4956,0.5497,37.87
2261,0,0.0663,0.0,70,0.3586,0.2598,40.02
745,1,0.0821,0.0,13,0.3813,0.4008,40.52
4737,6,0.0356,0.0,153,0.2242,0.2752,64.39
2291,5,0.1378,0.0,104,0.1319,0.4703,48.68
1478,6,0.5173,0.5,12,0.0138,0.2797,27.16
1748,1,0.1051,0.0,35,0.3995,0.2472,42.64
611,2,0.1454,0.5,51,0.2321,0.319,20.6
585,4,0.7614,0.5,128,0.4503,0.4121,31.76
1365,3,0.2156,1.0,66,0.609,0.3066,10.23
1438,1,0.0938,1.0,9,0.4661,0.457,9.45
1657,3,0.077,0.0,116,0.1238,0.1359,44.04
5024,20,0.1903,0.0,42,0.593,0.2503,53.3
3180,2,0.4657,0.0,41,0.2869,0.5551,37.91
317,1,0.724,0.5,5,0.5219,0.1293,27.62
4389,2,0.1348,0.5,6,0.8311,0.3418,33.79
1356,5,0.1126,0.0,189,0.1344,0.1635,50.76
3400,4,0.0293,0.5,126,0.3151,0.3534,39.4
1450,3,0.7412,1.0,139,0.0699,0.5397,25.72
2181,4,0.2571,0.0,14,0.2144,0.3675,43.61
659,3,0.1354,0.0,55,0.2914,0.1665,40.36
2558,2,0.1435,1.0,36,0.1065,0.1991,12.06
3677,0,0.1742,1.0,26,0.2056,0.391,9.87
395,5,0.1278,0.0,1,0.9511,0.5999,30.74
3717,1,0.1915,0.5,94,0.169,0.4273,41.16
1105,4,0.5086,0.0,3,0.4844,0.3139,32.74
6129,14,0.0615,0.5,19,0.0408,0.3426,38.11
3445,1,0.9024,1.0,13,0.151,0.3429,18.65
3033,3,0.4184,0.0,153,0.1756,0.2927,56.58
1756,2,0.1061,0.0,212,0.2186,0.2343,59.59
9488,16,0.6323,0.5,2,0.6398,0.2417,42.99
1364,3,0.1363,0.5,0,0.6566,0.3122,25.43
807,3,0.1153,1.0,3,0.7752,0.3171,15.79
1140,2,0.2325,0.5,42,0.0843,0.3566,27.23
4147,3,0.0675,1.0,124,0.083,0.2661,13.58
2149,2,0.1276,1.0,20,0.4924,0.3385,9.6
1913,7,0.8832,0.5,49,0.1624,0.232,35.54
1381,1,0.1677,0.0,112,0.0791,0.3719,50.29
1836,1,0.4158,0.0,16,0.0364,0.4459,33.44
1302,1,0.053,0.5,13,0.3671,0.4133,24.57
3239,5,0.1131,0.0,185,0.8034,0.4997,54.35
1626,4,0.2773,0.0,15,0.3032,0.1942,45.54
1159,4,0.0528,0.0,95,0.1479,0.5166,44.61
3910,0,0.797,1.0,30,0.2911,0.4195,23.83
831,5,0.178,0.5,12,0.3706,0.2677,17.03
2173,3,0.4055,1.0,18,0.0322,0.3388,14.83
258,2,0.1294,1.0,36,0.3488,0.2592,3.98
535,4,0.5464,1.0,3,0.7317,0.4861,7.58
1486,3,0.269,0.5,194,0.0871,0.4006,55.74
1281,4,0.1953,0.5,61,0.0121,0.3512,26.01
1280,2,0.2049,1.0,41,0.4123,0.1895,9.24
3467,8,0.1178,1.0,21,0.3087,0.3589,10.39
3611,2,0.0657,1.0,65,0.2881,0.4497,15.62
2499,3,0.3805,0.5,12,0.3034,0.3491,27.78
790,2,0.0982,1.0,22,0.2674,0.5218,5.76
1825,0,0.58,0.5,17,0.1901,0.1968,35.81
6708,20,0.8456,0.5,144,0.1266,0.5897,63.6
8885,12,0.7237,0.0,222,0.2411,0.3276,73.75
3936,3,0.5776,0.0,55,0.3074,0.5531,55.77
820,1,0.7241,0.0,175,0.0216,0.3936,54.94
1837,1,0.0523,1.0,66,0.0621,0.292,7.96
2379,3,0.5045,0.0,126,0.4565,0.2425,49.3
2119,8,0.7333,1.0,207,0.2617,0.2963,28.01
4223,2,0.3238,0.0,69,0.093,0.1636,55.2
3361,1,0.1204,0.0,34,0.604,0.5403,38.72
778,6,0.1692,0.5,44,0.0286,0.3332,35.56
1184,3,0.3033,0.0,57,0.7637,0.4577,43.66
3925,3,0.0595,0.0,70,0.2705,0.476,46.67
5136,10,0.6944,0.0,9,0.8875,0.4936,48.91
2401,3,0.3247,0.5,27,0.3227,0.4267,38.09
